original_path,transformed_path,label,transform,parameter
data/raw/CIFAKE/test/REAL/0199 (8).jpg,data/robustness/blur_1.0/05089.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0199 (8).jpg,data/robustness/resize_0.5/05089.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0199 (8).jpg,data/robustness/noise_0.05/05089.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0199 (8).jpg,data/robustness/colour_jitter/05089.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0199 (8).jpg,data/robustness/crop_80/05089.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/clean/05090.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/jpeg_70/05090.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/jpeg_30/05090.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/blur_1.0/05090.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/resize_0.5/05090.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/noise_0.05/05090.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/colour_jitter/05090.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0382 (10).jpg,data/robustness/crop_80/05090.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/clean/05091.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/jpeg_70/05091.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/jpeg_30/05091.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/blur_1.0/05091.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/resize_0.5/05091.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/noise_0.05/05091.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/colour_jitter/05091.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0800 (8).jpg,data/robustness/crop_80/05091.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/clean/05092.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/jpeg_70/05092.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/jpeg_30/05092.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/blur_1.0/05092.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/resize_0.5/05092.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/noise_0.05/05092.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/colour_jitter/05092.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0752 (5).jpg,data/robustness/crop_80/05092.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/clean/05093.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/jpeg_70/05093.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/jpeg_30/05093.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/blur_1.0/05093.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/resize_0.5/05093.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/noise_0.05/05093.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/colour_jitter/05093.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0851 (7).jpg,data/robustness/crop_80/05093.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/clean/05094.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/jpeg_70/05094.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/jpeg_30/05094.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/blur_1.0/05094.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/resize_0.5/05094.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/noise_0.05/05094.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/colour_jitter/05094.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0571 (2).jpg,data/robustness/crop_80/05094.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/clean/05095.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/jpeg_70/05095.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/jpeg_30/05095.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/blur_1.0/05095.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/resize_0.5/05095.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/noise_0.05/05095.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/colour_jitter/05095.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0219.jpg,data/robustness/crop_80/05095.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/clean/05096.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/jpeg_70/05096.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/jpeg_30/05096.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/blur_1.0/05096.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/resize_0.5/05096.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/noise_0.05/05096.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/colour_jitter/05096.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0176 (3).jpg,data/robustness/crop_80/05096.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/clean/05097.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/jpeg_70/05097.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/jpeg_30/05097.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/blur_1.0/05097.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/resize_0.5/05097.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/noise_0.05/05097.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/colour_jitter/05097.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0978 (8).jpg,data/robustness/crop_80/05097.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/clean/05098.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/jpeg_70/05098.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/jpeg_30/05098.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/blur_1.0/05098.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/resize_0.5/05098.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/noise_0.05/05098.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/colour_jitter/05098.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0023 (4).jpg,data/robustness/crop_80/05098.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/clean/05099.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/jpeg_70/05099.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/jpeg_30/05099.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/blur_1.0/05099.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/resize_0.5/05099.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/noise_0.05/05099.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/colour_jitter/05099.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0424 (5).jpg,data/robustness/crop_80/05099.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/clean/05100.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/jpeg_70/05100.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/jpeg_30/05100.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/blur_1.0/05100.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/resize_0.5/05100.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/noise_0.05/05100.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/colour_jitter/05100.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0378 (3).jpg,data/robustness/crop_80/05100.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/clean/05101.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/jpeg_70/05101.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/jpeg_30/05101.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/blur_1.0/05101.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/resize_0.5/05101.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/noise_0.05/05101.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/colour_jitter/05101.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0821 (10).jpg,data/robustness/crop_80/05101.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/clean/05102.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/jpeg_70/05102.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/jpeg_30/05102.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/blur_1.0/05102.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/resize_0.5/05102.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/noise_0.05/05102.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/colour_jitter/05102.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0397 (8).jpg,data/robustness/crop_80/05102.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/clean/05103.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/jpeg_70/05103.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/jpeg_30/05103.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/blur_1.0/05103.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/resize_0.5/05103.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/noise_0.05/05103.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/colour_jitter/05103.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0607 (2).jpg,data/robustness/crop_80/05103.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/clean/05104.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/jpeg_70/05104.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/jpeg_30/05104.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/blur_1.0/05104.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/resize_0.5/05104.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/noise_0.05/05104.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/colour_jitter/05104.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0594.jpg,data/robustness/crop_80/05104.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/clean/05105.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/jpeg_70/05105.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/jpeg_30/05105.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/blur_1.0/05105.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/resize_0.5/05105.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/noise_0.05/05105.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/colour_jitter/05105.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0200 (3).jpg,data/robustness/crop_80/05105.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/clean/05106.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/jpeg_70/05106.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/jpeg_30/05106.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/blur_1.0/05106.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/resize_0.5/05106.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/noise_0.05/05106.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/colour_jitter/05106.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0790 (9).jpg,data/robustness/crop_80/05106.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/clean/05107.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/jpeg_70/05107.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/jpeg_30/05107.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/blur_1.0/05107.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/resize_0.5/05107.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/noise_0.05/05107.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/colour_jitter/05107.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0580.jpg,data/robustness/crop_80/05107.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/clean/05108.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/jpeg_70/05108.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/jpeg_30/05108.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/blur_1.0/05108.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/resize_0.5/05108.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/noise_0.05/05108.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/colour_jitter/05108.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0368 (3).jpg,data/robustness/crop_80/05108.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/clean/05109.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/jpeg_70/05109.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/jpeg_30/05109.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/blur_1.0/05109.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/resize_0.5/05109.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/noise_0.05/05109.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/colour_jitter/05109.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0434 (5).jpg,data/robustness/crop_80/05109.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/clean/05110.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/jpeg_70/05110.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/jpeg_30/05110.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/blur_1.0/05110.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/resize_0.5/05110.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/noise_0.05/05110.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/colour_jitter/05110.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0820 (10).jpg,data/robustness/crop_80/05110.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/clean/05111.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/jpeg_70/05111.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/jpeg_30/05111.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/blur_1.0/05111.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/resize_0.5/05111.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/noise_0.05/05111.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/colour_jitter/05111.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0033 (4).jpg,data/robustness/crop_80/05111.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/clean/05112.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/jpeg_70/05112.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/jpeg_30/05112.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/blur_1.0/05112.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/resize_0.5/05112.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/noise_0.05/05112.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/colour_jitter/05112.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0210 (3).jpg,data/robustness/crop_80/05112.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/clean/05113.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/jpeg_70/05113.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/jpeg_30/05113.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/blur_1.0/05113.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/resize_0.5/05113.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/noise_0.05/05113.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/colour_jitter/05113.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0780 (9).jpg,data/robustness/crop_80/05113.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/clean/05114.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/jpeg_70/05114.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/jpeg_30/05114.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/blur_1.0/05114.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/resize_0.5/05114.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/noise_0.05/05114.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/colour_jitter/05114.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0387 (8).jpg,data/robustness/crop_80/05114.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/clean/05115.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/jpeg_70/05115.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/jpeg_30/05115.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/blur_1.0/05115.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/resize_0.5/05115.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/noise_0.05/05115.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/colour_jitter/05115.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0617 (2).jpg,data/robustness/crop_80/05115.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/clean/05116.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/jpeg_70/05116.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/jpeg_30/05116.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/blur_1.0/05116.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/resize_0.5/05116.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/noise_0.05/05116.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/colour_jitter/05116.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0194 (6).jpg,data/robustness/crop_80/05116.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/clean/05117.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/jpeg_70/05117.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/jpeg_30/05117.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/blur_1.0/05117.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/resize_0.5/05117.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/noise_0.05/05117.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/colour_jitter/05117.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0924 (9).jpg,data/robustness/crop_80/05117.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/clean/05118.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/jpeg_70/05118.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/jpeg_30/05118.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/blur_1.0/05118.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/resize_0.5/05118.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/noise_0.05/05118.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/colour_jitter/05118.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0676 (4).jpg,data/robustness/crop_80/05118.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0271 (5).jpg,data/robustness/clean/05119.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0271 (5).jpg,data/robustness/jpeg_70/05119.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0271 (5).jpg,data/robustness/jpeg_30/05119.jpg,0,jpeg_30,30
